id,app_data,net_data,duty_cycle_remaining,sent,ack_required,delivered,send_time,frequency,spf,power,airtime,coderate,bandwidth,ap_id,node_id,dev_id,application_id
443,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",14382,t,f,t,2024-05-01 13:23:17.977,866500000,9,15,877845989,4/5,125000,3333,IiIi,15297,
444,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",14286,t,f,t,2024-05-01 13:23:28.999,866300000,8,15,877857269,4/5,125000,3333,IiIi,15298,
445,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",14228,t,f,t,2024-05-01 13:23:40.026,866500000,7,15,877868181,4/5,125000,3333,IiIi,15299,
446,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",14177,t,f,t,2024-05-01 13:23:51.053,866100000,7,15,877879165,4/5,125000,3333,IiIi,15300,
447,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",14126,t,f,t,2024-05-01 13:24:02.077,866100000,7,15,877890190,4/5,125000,3333,IiIi,15301,
448,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",14075,t,f,t,2024-05-01 13:24:13.103,866500000,7,15,877901214,4/5,125000,3333,IiIi,15302,
449,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",14024,t,f,t,2024-05-01 13:24:24.125,866300000,7,15,877912239,4/5,125000,3333,IiIi,15303,
450,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",13973,t,f,t,2024-05-01 13:24:35.15,866300000,7,15,877923264,4/5,125000,3333,IiIi,15304,
451,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",13922,t,f,t,2024-05-01 13:24:46.18,866300000,7,15,877934291,4/5,125000,3333,IiIi,15305,
452,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",13871,t,f,t,2024-05-01 13:24:57.205,866300000,7,15,877945316,4/5,125000,3333,IiIi,15306,
453,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",13820,t,f,t,2024-05-01 13:25:08.234,866300000,7,15,877956340,4/5,125000,3333,IiIi,15307,
454,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",13769,t,f,t,2024-05-01 13:25:19.256,866500000,7,15,877967375,4/5,125000,3333,IiIi,15308,
455,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",12363,t,f,t,2024-05-01 13:25:36.787,866900000,12,15,877984946,4/5,125000,3333,IiIi,15309,
456,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",11044,t,f,t,2024-05-01 13:25:50.816,866300000,12,15,877999012,4/5,125000,3333,IiIi,15310,
457,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",10185,t,f,t,2024-05-01 13:26:03.843,866100000,11,15,878011867,4/5,125000,3333,IiIi,15311,
458,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",9715,t,f,t,2024-05-01 13:26:15.869,866100000,10,15,878023888,4/5,125000,3333,IiIi,15312,
459,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",9500,t,f,t,2024-05-01 13:26:27.411,866300000,9,15,878035405,4/5,125000,3333,IiIi,15313,
460,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",9404,t,f,t,2024-05-01 13:26:38.436,866300000,8,15,878046708,4/5,125000,3333,IiIi,15314,
461,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",9346,t,f,t,2024-05-01 13:26:49.459,866100000,7,15,878057621,4/5,125000,3333,IiIi,15315,
462,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",9295,t,f,t,2024-05-01 13:27:00.499,866300000,7,15,878068594,4/5,125000,3333,IiIi,15316,
463,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",9244,t,f,t,2024-05-01 13:27:11.523,866100000,7,15,878079640,4/5,125000,3333,IiIi,15317,
464,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",9193,t,f,t,2024-05-01 13:27:22.547,866300000,7,15,878090664,4/5,125000,3333,IiIi,15318,
465,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",9142,t,f,t,2024-05-01 13:27:33.572,866500000,7,15,878101689,4/5,125000,3333,IiIi,15319,
466,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",9091,t,f,t,2024-05-01 13:27:44.599,866500000,7,15,878112713,4/5,125000,3333,IiIi,15320,
467,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",9040,t,f,t,2024-05-01 13:27:55.622,866300000,7,15,878123739,4/5,125000,3333,IiIi,15321,
468,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",8989,t,f,t,2024-05-01 13:28:06.654,866300000,7,15,878134764,4/5,125000,3333,IiIi,15322,
469,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",8938,t,f,t,2024-05-01 13:28:17.679,866100000,7,15,878145791,4/5,125000,3333,IiIi,15323,
470,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",8887,t,f,t,2024-05-01 13:28:28.702,866500000,7,15,878156816,4/5,125000,3333,IiIi,15324,
717,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",29180,t,f,t,2024-05-01 17:32:09.91,866500000,7,15,892778037,4/5,125000,3333,VVVV,15571,
718,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",29129,t,f,t,2024-05-01 17:32:20.937,866100000,7,15,892789061,4/5,125000,3333,VVVV,15572,
471,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",7481,t,f,t,2024-05-01 13:28:46.248,866900000,12,15,878174393,4/5,125000,3333,IiIi,15325,
472,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",6162,t,f,t,2024-05-01 13:29:00.278,866100000,12,15,878188478,4/5,125000,3333,IiIi,15326,
473,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",5303,t,f,t,2024-05-01 13:29:13.318,866100000,11,15,878201332,4/5,125000,3333,IiIi,15327,
474,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",4833,t,f,t,2024-05-01 13:29:25.345,866500000,10,15,878213364,4/5,125000,3333,IiIi,15328,
475,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",4618,t,f,t,2024-05-01 13:29:36.87,866300000,9,15,878224882,4/5,125000,3333,IiIi,15329,
476,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",4522,t,f,t,2024-05-01 13:29:47.896,866300000,8,15,878236165,4/5,125000,3333,IiIi,15330,
477,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",4464,t,f,t,2024-05-01 13:29:58.919,866300000,7,15,878247082,4/5,125000,3333,IiIi,15331,
478,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",4413,t,f,t,2024-05-01 13:30:09.95,866100000,7,15,878258055,4/5,125000,3333,IiIi,15332,
479,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",4362,t,f,t,2024-05-01 13:30:20.975,866100000,7,15,878269092,4/5,125000,3333,IiIi,15333,
480,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",4311,t,f,t,2024-05-01 13:30:32.009,866500000,7,15,878280121,4/5,125000,3333,IiIi,15334,
481,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",4260,t,f,t,2024-05-01 13:30:43.031,866500000,7,15,878291154,4/5,125000,3333,IiIi,15335,
482,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",4209,t,f,t,2024-05-01 13:30:54.054,866300000,7,15,878302168,4/5,125000,3333,IiIi,15336,
483,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",4158,t,f,t,2024-05-01 13:31:05.077,866100000,7,15,878313192,4/5,125000,3333,IiIi,15337,
484,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",4107,t,f,t,2024-05-01 13:31:16.1,866100000,7,15,878324217,4/5,125000,3333,IiIi,15338,
485,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",4056,t,f,t,2024-05-01 13:31:27.128,866300000,7,15,878335243,4/5,125000,3333,IiIi,15339,
486,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",4005,t,f,t,2024-05-01 13:31:38.15,866500000,7,15,878346275,4/5,125000,3333,IiIi,15340,
487,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",2599,t,f,t,2024-05-01 13:31:55.681,866900000,12,15,878363846,4/5,125000,3333,IiIi,15341,
488,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",1280,t,f,t,2024-05-01 13:32:09.707,866500000,12,15,878377911,4/5,125000,3333,IiIi,15342,
489,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",421,t,f,t,2024-05-01 13:32:22.731,866500000,11,15,878390769,4/5,125000,3333,IiIi,15343,
490,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35254,t,f,t,2024-05-01 14:10:03.764,866300000,11,15,880651768,4/5,125000,3333,IiIi,15344,
491,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",34595,t,f,t,2024-05-01 14:10:15.789,866300000,11,15,880664144,4/5,125000,3333,IiIi,15345,
492,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",34125,t,f,t,2024-05-01 14:10:27.814,866100000,10,15,880675837,4/5,125000,3333,IiIi,15346,
493,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",33910,t,f,t,2024-05-01 14:10:39.34,866300000,9,15,880687357,4/5,125000,3333,IiIi,15347,
494,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",33814,t,f,t,2024-05-01 14:10:50.377,866100000,8,15,880698641,4/5,125000,3333,IiIi,15348,
495,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",33756,t,f,t,2024-05-01 14:11:01.419,866300000,7,15,880709562,4/5,125000,3333,IiIi,15349,
496,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",33705,t,f,t,2024-05-01 14:11:12.441,866300000,7,15,880720563,4/5,125000,3333,IiIi,15350,
497,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",33654,t,f,t,2024-05-01 14:11:23.478,866100000,7,15,880731578,4/5,125000,3333,IiIi,15351,
498,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",33603,t,f,t,2024-05-01 14:11:34.513,866300000,7,15,880742624,4/5,125000,3333,IiIi,15352,
499,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",33552,t,f,t,2024-05-01 14:11:45.538,866300000,7,15,880753663,4/5,125000,3333,IiIi,15353,
500,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",33501,t,f,t,2024-05-01 14:11:56.561,866300000,7,15,880764679,4/5,125000,3333,IiIi,15354,
501,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",33450,t,f,t,2024-05-01 14:12:07.588,866300000,7,15,880775704,4/5,125000,3333,IiIi,15355,
502,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",33399,t,f,t,2024-05-01 14:12:18.611,866500000,7,15,880786730,4/5,125000,3333,IiIi,15356,
503,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",33348,t,f,t,2024-05-01 14:12:29.636,866100000,7,15,880797755,4/5,125000,3333,IiIi,15357,
504,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",33297,t,f,t,2024-05-01 14:12:40.662,866300000,7,15,880808781,4/5,125000,3333,IiIi,15358,
505,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",31891,t,f,t,2024-05-01 14:12:58.195,866900000,12,15,880826356,4/5,125000,3333,IiIi,15359,
506,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",30572,t,f,t,2024-05-01 14:13:12.23,866500000,12,15,880840423,4/5,125000,3333,IiIi,15360,
507,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",29713,t,f,t,2024-05-01 14:13:25.255,866300000,11,15,880853287,4/5,125000,3333,IiIi,15361,
508,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",29243,t,f,t,2024-05-01 14:13:37.286,866300000,10,15,880865307,4/5,125000,3333,IiIi,15362,
509,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",29028,t,f,t,2024-05-01 14:13:48.808,866300000,9,15,880876829,4/5,125000,3333,IiIi,15363,
510,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",28932,t,f,t,2024-05-01 14:13:59.833,866500000,8,15,880888113,4/5,125000,3333,IiIi,15364,
511,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",28874,t,f,t,2024-05-01 14:14:10.856,866500000,7,15,880899014,4/5,125000,3333,IiIi,15365,
512,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",28823,t,f,t,2024-05-01 14:14:21.879,866100000,7,15,880910000,4/5,125000,3333,IiIi,15366,
513,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",28772,t,f,t,2024-05-01 14:14:32.917,866100000,7,15,880921024,4/5,125000,3333,IiIi,15367,
514,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",28721,t,f,t,2024-05-01 14:14:43.955,866500000,7,15,880932059,4/5,125000,3333,IiIi,15368,
515,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",28670,t,f,t,2024-05-01 14:14:54.981,866300000,7,15,880943092,4/5,125000,3333,IiIi,15369,
516,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",28619,t,f,t,2024-05-01 14:15:06.006,866100000,7,15,880954126,4/5,125000,3333,IiIi,15370,
517,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",28568,t,f,t,2024-05-01 14:15:17.031,866100000,7,15,880965151,4/5,125000,3333,IiIi,15371,
518,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",28517,t,f,t,2024-05-01 14:15:28.055,866500000,7,15,880976166,4/5,125000,3333,IiIi,15372,
519,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",28466,t,f,t,2024-05-01 14:15:39.08,866100000,7,15,880987191,4/5,125000,3333,IiIi,15373,
520,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",28415,t,f,t,2024-05-01 14:15:50.103,866300000,7,15,880998224,4/5,125000,3333,IiIi,15374,
521,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",27009,t,f,t,2024-05-01 14:16:07.633,866900000,12,15,881015795,4/5,125000,3333,IiIi,15375,
522,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",25690,t,f,t,2024-05-01 14:16:21.663,866300000,12,15,881029860,4/5,125000,3333,IiIi,15376,
523,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",24831,t,f,t,2024-05-01 14:16:34.69,866300000,11,15,881042724,4/5,125000,3333,IiIi,15377,
524,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",24361,t,f,t,2024-05-01 14:16:46.713,866100000,10,15,881054735,4/5,125000,3333,IiIi,15378,
525,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",24146,t,f,t,2024-05-01 14:16:58.235,866500000,9,15,881066252,4/5,125000,3333,IiIi,15379,
526,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",24050,t,f,t,2024-05-01 14:17:09.264,866300000,8,15,881077534,4/5,125000,3333,IiIi,15380,
527,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",23992,t,f,t,2024-05-01 14:17:20.306,866300000,7,15,881088444,4/5,125000,3333,IiIi,15381,
528,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",23941,t,f,t,2024-05-01 14:17:31.339,866300000,7,15,881099448,4/5,125000,3333,IiIi,15382,
529,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",23890,t,f,t,2024-05-01 14:17:42.379,866300000,7,15,881110483,4/5,125000,3333,IiIi,15383,
530,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",23839,t,f,t,2024-05-01 14:17:53.403,866500000,7,15,881121519,4/5,125000,3333,IiIi,15384,
531,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",23788,t,f,t,2024-05-01 14:18:04.426,866100000,7,15,881132545,4/5,125000,3333,IiIi,15385,
532,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",23737,t,f,t,2024-05-01 14:18:15.451,866100000,7,15,881143569,4/5,125000,3333,IiIi,15386,
533,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",23686,t,f,t,2024-05-01 14:18:26.473,866300000,7,15,881154594,4/5,125000,3333,IiIi,15387,
534,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",23635,t,f,t,2024-05-01 14:18:37.495,866100000,7,15,881165618,4/5,125000,3333,IiIi,15388,
535,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",23584,t,f,t,2024-05-01 14:18:48.521,866500000,7,15,881176633,4/5,125000,3333,IiIi,15389,
536,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",23533,t,f,t,2024-05-01 14:18:59.544,866300000,7,15,881187667,4/5,125000,3333,IiIi,15390,
537,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",22127,t,f,t,2024-05-01 14:19:17.074,866900000,12,15,881205241,4/5,125000,3333,IiIi,15391,
538,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",20808,t,f,t,2024-05-01 14:19:31.1,866300000,12,15,881219305,4/5,125000,3333,IiIi,15392,
539,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",19949,t,f,t,2024-05-01 14:19:44.125,866100000,11,15,881232161,4/5,125000,3333,IiIi,15393,
540,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",19479,t,f,t,2024-05-01 14:19:56.147,866300000,10,15,881244173,4/5,125000,3333,IiIi,15394,
541,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",19264,t,f,t,2024-05-01 14:20:07.671,866500000,9,15,881255690,4/5,125000,3333,IiIi,15395,
542,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",19168,t,f,t,2024-05-01 14:20:18.697,866100000,8,15,881266970,4/5,125000,3333,IiIi,15396,
543,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",19110,t,f,t,2024-05-01 14:20:29.722,866500000,7,15,881277882,4/5,125000,3333,IiIi,15397,
544,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",19059,t,f,t,2024-05-01 14:20:40.746,866300000,7,15,881288867,4/5,125000,3333,IiIi,15398,
545,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",19008,t,f,t,2024-05-01 14:20:51.769,866300000,7,15,881299890,4/5,125000,3333,IiIi,15399,
546,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",18957,t,f,t,2024-05-01 14:21:02.795,866500000,7,15,881310915,4/5,125000,3333,IiIi,15400,
547,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",18906,t,f,t,2024-05-01 14:21:13.836,866500000,7,15,881321940,4/5,125000,3333,IiIi,15401,
548,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",18855,t,f,t,2024-05-01 14:21:24.873,866100000,7,15,881332976,4/5,125000,3333,IiIi,15402,
549,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",18804,t,f,t,2024-05-01 14:21:35.898,866300000,7,15,881344012,4/5,125000,3333,IiIi,15403,
550,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",18753,t,f,t,2024-05-01 14:21:46.935,866300000,7,15,881355036,4/5,125000,3333,IiIi,15404,
551,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",18702,t,f,t,2024-05-01 14:21:57.963,866300000,7,15,881366073,4/5,125000,3333,IiIi,15405,
552,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",18651,t,f,t,2024-05-01 14:22:08.995,866500000,7,15,881377110,4/5,125000,3333,IiIi,15406,
553,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",17245,t,f,t,2024-05-01 14:22:26.53,866900000,12,15,881394693,4/5,125000,3333,IiIi,15407,
554,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",15926,t,f,t,2024-05-01 14:22:40.556,866500000,12,15,881408758,4/5,125000,3333,IiIi,15408,
555,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",15067,t,f,t,2024-05-01 14:22:53.581,866300000,11,15,881421625,4/5,125000,3333,IiIi,15409,
556,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",14597,t,f,t,2024-05-01 14:23:05.606,866100000,10,15,881433635,4/5,125000,3333,IiIi,15410,
557,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",14382,t,f,t,2024-05-01 14:23:17.135,866500000,9,15,881445151,4/5,125000,3333,IiIi,15411,
558,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",14286,t,f,t,2024-05-01 14:23:28.158,866100000,8,15,881456432,4/5,125000,3333,IiIi,15412,
559,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",14228,t,f,t,2024-05-01 14:23:39.2,866300000,7,15,881467343,4/5,125000,3333,IiIi,15413,
560,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",14177,t,f,t,2024-05-01 14:23:50.239,866100000,7,15,881478349,4/5,125000,3333,IiIi,15414,
561,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",14126,t,f,t,2024-05-01 14:24:01.265,866100000,7,15,881489383,4/5,125000,3333,IiIi,15415,
562,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",14075,t,f,t,2024-05-01 14:24:12.288,866100000,7,15,881500407,4/5,125000,3333,IiIi,15416,
563,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",14024,t,f,t,2024-05-01 14:24:23.324,866300000,7,15,881511433,4/5,125000,3333,IiIi,15417,
564,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",13973,t,f,t,2024-05-01 14:24:34.355,866500000,7,15,881522467,4/5,125000,3333,IiIi,15418,
565,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",13922,t,f,t,2024-05-01 14:24:45.383,866500000,7,15,881533505,4/5,125000,3333,IiIi,15419,
566,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",13871,t,f,t,2024-05-01 14:24:56.404,866100000,7,15,881544521,4/5,125000,3333,IiIi,15420,
567,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",13820,t,f,t,2024-05-01 14:25:07.43,866100000,7,15,881555546,4/5,125000,3333,IiIi,15421,
568,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",13769,t,f,t,2024-05-01 14:25:18.453,866100000,7,15,881566572,4/5,125000,3333,IiIi,15422,
719,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",29078,t,f,t,2024-05-01 17:32:31.957,866500000,7,15,892800091,4/5,125000,3333,VVVV,15573,
720,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",29027,t,f,t,2024-05-01 17:32:42.979,866100000,7,15,892811103,4/5,125000,3333,VVVV,15574,
569,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",12363,t,f,t,2024-05-01 14:25:35.986,866900000,12,15,881584152,4/5,125000,3333,IiIi,15423,
570,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",11044,t,f,t,2024-05-01 14:25:50.028,866100000,12,15,881598219,4/5,125000,3333,IiIi,15424,
571,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",10185,t,f,t,2024-05-01 14:26:03.051,866300000,11,15,881611096,4/5,125000,3333,IiIi,15425,
572,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",9715,t,f,t,2024-05-01 14:26:15.077,866300000,10,15,881623106,4/5,125000,3333,IiIi,15426,
573,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",9500,t,f,t,2024-05-01 14:26:26.608,866100000,9,15,881634624,4/5,125000,3333,IiIi,15427,
574,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",9404,t,f,t,2024-05-01 14:26:37.635,866500000,8,15,881645908,4/5,125000,3333,IiIi,15428,
575,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",9346,t,f,t,2024-05-01 14:26:48.658,866100000,7,15,881656829,4/5,125000,3333,IiIi,15429,
576,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",9295,t,f,t,2024-05-01 14:26:59.68,866500000,7,15,881667802,4/5,125000,3333,IiIi,15430,
577,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",9244,t,f,t,2024-05-01 14:27:10.703,866300000,7,15,881678829,4/5,125000,3333,IiIi,15431,
578,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",9193,t,f,t,2024-05-01 14:27:21.725,866500000,7,15,881689843,4/5,125000,3333,IiIi,15432,
579,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",9142,t,f,t,2024-05-01 14:27:32.761,866500000,7,15,881700869,4/5,125000,3333,IiIi,15433,
580,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",9091,t,f,t,2024-05-01 14:27:43.788,866500000,7,15,881711903,4/5,125000,3333,IiIi,15434,
581,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",9040,t,f,t,2024-05-01 14:27:54.814,866100000,7,15,881722928,4/5,125000,3333,IiIi,15435,
582,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",8989,t,f,t,2024-05-01 14:28:05.845,866300000,7,15,881733962,4/5,125000,3333,IiIi,15436,
583,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",8938,t,f,t,2024-05-01 14:28:16.866,866500000,7,15,881744988,4/5,125000,3333,IiIi,15437,
